Data_Abertura;Tipo;Motivo;Detalhe_Motivo;Status;Agrupamento;Nome;Porte;Grupo_Economico;UF
31/03/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;PA
10/02/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
29/08/2023;Reclamação;Outros;Outros;Respondida;SCM;CLARO S/A;Grande;Claro;SC
20/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ
16/09/2022;Reclamação;Velocidade;-;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE
02/05/2023;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;NÃO INFORMADO;Vivo;MT
18/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
12/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PA
13/04/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RN
13/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;SP
17/06/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;GO
27/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
28/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SC
27/09/2022;Reclamação;NÃO INFORMADO;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PA
02/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
05/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;PR
16/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;MT
25/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
30/05/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;RS
19/05/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
08/11/2022;Reclamação; ;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PR
14/07/2023;Reclamação;Outros;Outros;Não Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;SC
16/01/2022;Reclamação;Cobrança;N/A;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AL
28/04/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;CE
12/12/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
26/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RS
19/07/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;SP
19/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
06/05/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;OI S.A.;Grande;Oi;RJ
30/01/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;Claro S.A.;Grande;Claro;SP
07/02/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN
08/07/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S/A;Grande;Claro;GO
25/11/2022;Reclamação;Outros;Outros;Respondida;SCM;OI S.A.;Grande;Oi;PB
19/05/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ
05/06/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
02/08/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN
10/12/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
12/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;TO
26/05/2022;Reclamação;Velocidade;NÃO INFORMADO;Respondida;SCM;TIM CELULAR;Grande;TIM Group;BA
28/08/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
08/10/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;CE
08/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;MG
09/04/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;AC
16/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
14/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MS
26/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PA
02/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SP
30/09/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SC
25/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;PR
24/11/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
23/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;-;RR
30/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;DF
25/09/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
11/02/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;GO
15/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE
31/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
23/08/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE
12/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PA
03/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;CE
30/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
07/10/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
20/08/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
10/05/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S/A;Grande;-;CE
21/12/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;CLARO S.A.;Grande;Claro;PR
28/06/2023;Reclamação;Cobrança; ;Respondida;SCM;CLARO S.A.;Grande;Claro;PA
02/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
23/10/2023;Reclamação; ;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AL
19/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MT
12/10/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
20/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;Grande;Claro;SP
31/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;NÃO INFORMADO;MG
24/04/2022;Reclamação;Outros;Outros;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;ES
09/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;RS
03/08/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
26/02/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;PB
19/10/2022;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;AL
30/01/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;SP
23/12/2022;Reclamação;Instalação;Prazo de instalação excedido;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;SP
11/12/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;OI S.A.;Grande;Oi;SC
25/01/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ
02/08/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
24/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;AM
10/02/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
31/01/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM; ;Grande;Claro;RS
27/02/2023;Reclamação;NÃO INFORMADO;Atendimento inadequado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
30/11/2022;Reclamação;Instalação;Prazo de instalação excedido;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
07/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
09/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;BA
26/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
25/01/2022;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MS
22/04/2022;Reclamação;Outros;Outros;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
07/12/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;RJ
14/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PA
19/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;SP
10/09/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;CLARO S.A.;Grande;Claro;MT
21/09/2022;Reclamação;Velocidade;NÃO INFORMADO;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
14/07/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
22/09/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;SE
01/05/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AL
23/05/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
12/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
12/02/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
08/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;Claro S.A.;Grande;Claro;RS
13/05/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MG
22/09/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;RJ
09/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;PR
20/01/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
05/05/2022;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;CLARO S.A.;Grande;Claro;SP
21/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SC
12/10/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ
26/09/2023;Reclamação;Outros;Outros;Respondida;SCM;TIM CELULAR;Grande;TIM Group;GO
03/12/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;MT
18/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PE
05/12/2023;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;OI S.A.;Grande;Oi;SP
21/06/2023;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
31/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;RO
29/04/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MS
02/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
10/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
14/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PA
12/08/2022;Reclamação;Atendimento;Atendimento inadequado;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;ES
07/04/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RJ
07/02/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;BA
16/02/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;NET SERVIÇOS DE COMUNICAÇÃO S.A.;Grande;Claro;RJ
08/09/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RO
25/12/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;PE
08/03/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;CLARO S.A.;Grande;Claro;MA
12/10/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
07/01/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;BA
13/12/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
09/12/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;SP
14/06/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
27/07/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;Oi S.A.;Grande;Oi;SP
27/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S.A.;-;Claro;PR
12/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RN
23/03/2022;Reclamação;Atendimento;Atendimento inadequado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;CE
09/09/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;OI S.A.;Grande;Oi;PA
25/05/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE
18/11/2023;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;CE
25/10/2022;Reclamação;Contrato;N/A;Respondida;SCM;CLARO S.A.;Grande;Claro;MA
07/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TIM CELULAR;Grande;TIM Group;AC
29/07/2022;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
27/01/2023;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;CLARO S.A.;Grande;Claro;RJ
29/11/2022;Reclamação;Outros;Outros;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;ES
08/10/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;PR
18/01/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AP
11/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PE
04/08/2022;Reclamação;Instalação;Prazo de instalação excedido;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MA
03/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;PR
13/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
03/07/2023;Reclamação;NÃO INFORMADO;Falha/Interrupção do serviço;Respondida;SCM;Oi S.A.;Grande;Oi;RJ
29/10/2022;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;RN
09/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RN
18/01/2023;Reclamação;-;Prazo de instalação excedido;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RO
22/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
15/09/2022;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;SP
03/08/2023;Reclamação;Outros;Outros;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;PR
10/08/2023;Reclamação;Instalação;Prazo de instalação excedido;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;PI
23/10/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
11/02/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;AL
12/12/2023;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PB
18/01/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;PB
09/12/2023;Reclamação;Outros;Outros;Em Andamento;SCM;CLARO S.A.;-;Claro;SP
16/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;OI S.A.;Grande;Oi;MG
20/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
05/12/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MT
03/01/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
31/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;SP
31/10/2022;Reclamação;Atendimento; ;Respondida;SCM;OI S.A.;Grande;Oi;BA
12/09/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;RJ
04/10/2022;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;TIM CELULAR;Grande;TIM Group;BA
03/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;CLARO S/A;Grande;Claro;SP
02/08/2022;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;EMBRATEL S.A.;Grande;Claro;PB
15/01/2023;Reclamação;Falha;Falha/Interrupção do serviço;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
14/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;OI S.A.;Grande;Oi;AC
30/04/2022;Reclamação;N/A;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;TO
06/05/2022;Reclamação;Falha;Falha/Interrupção do serviço;Não Respondida;SCM;CLARO S.A.;Grande;Claro;PR
08/08/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RJ
06/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
08/04/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;MG
13/11/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
18/12/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;MA
09/07/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;TO
03/04/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;MG
22/07/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
28/10/2023;Reclamação;Falha;N/A;Em Andamento;SCM;CLARO S.A.;Grande;Claro;SP
29/06/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;NÃO INFORMADO;ES
10/11/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;EMBRATEL S.A.;Grande;Claro;AM
18/01/2023;Reclamação;Cobrança;Cobrança indevida;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;CE
11/01/2023;Reclamação;Outros;Outros;Não Respondida;SCM;OI S.A.;Grande;Oi;SP
05/05/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;AL
28/12/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;SERCOMTEL S.A.;Pequeno;Sercomtel;SP
17/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;OI S.A.;Grande;Oi;RJ
27/06/2022;Reclamação;Contrato;Cancelamento não realizado;Em Andamento;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;RS
17/04/2023;Reclamação;Atendimento;Atendimento inadequado;Não Respondida;SCM;EMBRATEL S.A.;Grande;Claro;RJ
01/07/2023;Reclamação;NÃO INFORMADO;Cobrança indevida;Não Respondida;SCM;OI S.A.;Grande;Oi;SP
24/07/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;Claro S.A.;NÃO INFORMADO;N/A;PB
15/05/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;TIM CELULAR;Grande;TIM Group;PR
18/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;CLARO S.A.;Grande;Claro;RS
14/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Em Andamento;SCM;OI S.A.;Grande;Oi;AC
27/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;AM
18/09/2022;Reclamação;Outros;Outros;Respondida;SCM;OI S.A.;Grande;Oi;MG
31/03/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;MG
25/03/2022;Reclamação;Cobrança;-;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
22/06/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
23/02/2022;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;OI S.A.;Grande;Oi;RS
09/08/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;MG
09/03/2023;Reclamação;Contrato;Cancelamento não realizado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;GO
13/12/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;CLARO S.A.;Grande;Claro;PA
22/01/2023;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;SP
02/05/2022;Reclamação;Falha;Falha/Interrupção do serviço;Respondida;SCM;TIM CELULAR;Grande;TIM Group;MG
26/03/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
08/09/2022;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;TELEFONICA BRASIL S.A.;Grande;Vivo;SP
16/10/2022;Reclamação;Cobrança;Cobrança indevida;Não Respondida;SCM;OI S.A.;Grande;Oi;MA
15/03/2022;Reclamação;Cobrança;Cobrança indevida;Respondida;SCM;CLARO S.A.;Grande;Claro;PE
18/01/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Respondida;SCM;OI S.A.;Grande;Oi;RO
01/04/2023;Reclamação;Contrato;Cancelamento não realizado;Não Respondida;SCM;TIM CELULAR;Grande;TIM Group;RS
27/04/2023;Reclamação;Velocidade;Velocidade abaixo do contratado;Não Respondida;SCM;Telefonica Brasil S.A.;Grande;Vivo;RJ
28/07/2022;Reclamação;Atendimento;N/A;Não Respondida;SCM;CLARO S/A;Grande;Claro;RJ
