ano_mes,marca,servico,solicitacoes
2017-06,SKY,SCM,921
2020-04,SKY,SCM,919
2017-12,SKY,SCM,917
2020-03,ALGAR,SCM,916
2020-01,ALGAR,SCM,912
2016-03,SKY,SCM,910
2018-03,SKY,SCM,907
2016-10,SKY,SCM,907
2015-12,SKY,SCM,906
2017-09,SKY,SCM,904
2019-12,ALGAR,SCM,904
2020-05,ALGAR,SCM,903
2018-11,ALGAR,SCM,897
2020-04,ALGAR,SCM,897
2018-12,SKY,SCM,895
2016-02,SKY,SCM,894
2015-06,TIM,SCM,893
2019-11,ALGAR,SCM,893
2015-09,SKY,SCM,889
2015-10,SKY,SCM,885
2017-11,SKY,SCM,884
2018-04,SKY,SCM,881
2015-01,Outros,SCM,877
2019-07,SKY,SCM,876
2015-09,TIM,SCM,875
2019-10,ALGAR,SCM,873
2016-03,TIM,STFC,865
2015-08,TIM,SCM,854
2016-09,SKY,SCM,847
2016-04,TIM,STFC,845
2015-11,TIM,STFC,838
2018-02,SKY,SCM,826
2015-02,TIM,SCM,824
2016-12,SKY,SCM,815
2019-03,ALGAR,SCM,811
2020-02,ALGAR,SCM,810
2019-08,ALGAR,SCM,801
2019-06,SKY,SCM,798
2015-08,SKY,SCM,795
2019-08,SKY,SCM,789
2020-03,SKY,SCM,777
2015-05,TIM,SCM,774
2020-01,SKY,SCM,758
2015-11,SKY,SCM,755
2019-05,ALGAR,SCM,754
2019-09,ALGAR,SCM,748
2015-09,TIM,STFC,748
2019-06,ALGAR,SCM,747
2016-01,TIM,STFC,735
2015-01,TIM,SCM,718
2015-07,TIM,STFC,716
2019-07,ALGAR,STFC,713
2016-04,SKY,SCM,702
2019-12,SKY,SCM,696
2015-10,TIM,STFC,691
2019-04,ALGAR,SCM,688
2019-09,SKY,SCM,685
2019-11,SKY,SCM,683
2015-04,TIM,SCM,683
2019-10,SKY,SCM,680
2016-05,SKY,SCM,678
2015-08,TIM,STFC,676
2020-02,SKY,SCM,670
2016-02,TIM,STFC,667
2019-02,ALGAR,SCM,665
2015-12,TIM,STFC,658
2015-06,TIM,STFC,636
2019-01,ALGAR,STFC,631
2015-04,SKY,SCM,606
2018-08,ALGAR,SCM,590
2015-06,SKY,SCM,589
2019-02,Outros,STFC,582
2018-10,ALGAR,SCM,580
2019-01,Outros,SMP_Pós,569
2015-05,SKY,SCM,564
2019-10,ALGAR,STFC,552
2018-04,ALGAR,SCM,550
2020-03,HUGHES,SCM,546
2015-03,TIM,STFC,533
2015-05,TIM,STFC,526
2018-01,ALGAR,SCM,523
2018-03,ALGAR,SCM,514
2018-09,ALGAR,SCM,514
2015-03,SKY,SCM,499
2016-03,Outros,SeAC,498
2019-02,ALGAR,STFC,491
2019-02,Outros,SMP_Pós,490
2018-12,ALGAR,STFC,486
2018-05,ALGAR,SCM,482
2015-06,Outros,SeAC,482
2019-01,Outros,STFC,481
2015-04,TIM,STFC,473
2018-02,ALGAR,SCM,472
2019-08,ALGAR,STFC,472
2019-04,Outros,SMP_Pós,471
2015-02,Outros,SeAC,466
2019-08,Outros,SMP_Pós,464
2018-10,ALGAR,STFC,461
2016-02,Outros,SeAC,461
2018-07,ALGAR,SCM,460
2017-10,ALGAR,SCM,454
2019-07,Outros,SMP_Pós,445
2015-05,Outros,SeAC,444
2019-03,Outros,SMP_Pós,440
2019-05,ALGAR,STFC,437
2018-08,ALGAR,STFC,437
2015-07,Outros,SeAC,436
2018-11,ALGAR,STFC,435
2019-05,Outros,SMP_Pós,432
2017-08,Outros,SMP_Pós,431
2018-12,Outros,SMP_Pós,430
2017-05,ALGAR,SCM,430
2019-09,ALGAR,STFC,429
2018-04,ALGAR,STFC,424
2019-04,ALGAR,STFC,423
2015-12,Outros,SeAC,420
2017-07,Outros,SMP_Pós,419
2015-01,TIM,STFC,414
2015-08,Outros,SeAC,412
2018-09,ALGAR,STFC,412
2018-08,Outros,STFC,410
2016-01,Outros,SeAC,409
2015-03,ALGAR,SCM,407
2015-02,TIM,STFC,406
2019-06,ALGAR,STFC,405
2015-10,Outros,SeAC,400
2015-04,ALGAR,SCM,400
2020-01,ALGAR,STFC,400
2015-03,Outros,SeAC,399
2018-06,ALGAR,SCM,394
2018-03,ALGAR,STFC,393
2019-11,ALGAR,STFC,385
2017-08,ALGAR,SCM,385
2016-12,ALGAR,SCM,384
2017-07,ALGAR,SCM,384
2018-01,ALGAR,STFC,381
2015-09,Outros,SeAC,381
2015-11,Outros,SeAC,378
2018-07,Outros,STFC,376
2020-03,ALGAR,STFC,376
2019-03,Outros,STFC,373
2016-06,ALGAR,STFC,371
2019-05,Outros,STFC,371
2019-03,ALGAR,STFC,368
2020-02,NEXTEL,SMP_Pré,366
2017-03,ALGAR,SCM,365
2017-11,ALGAR,SCM,364
2017-12,ALGAR,SCM,364
2018-11,Outros,STFC,363
2018-03,Outros,STFC,362
2019-09,Outros,SMP_Pós,361
2015-04,Outros,SeAC,360
2018-12,Outros,STFC,359
2018-05,ALGAR,STFC,359
2019-06,Outros,SMP_Pós,356
2018-10,Outros,SMP_Pós,352
2018-10,Outros,STFC,352
2017-01,ALGAR,SCM,350
2015-01,Outros,SeAC,350
2017-06,ALGAR,SCM,349
2018-07,ALGAR,STFC,349
2017-04,ALGAR,SCM,349
2017-01,Outros,SMP_Pós,346
2019-11,Outros,STFC,345
2019-07,Outros,STFC,344
2015-02,SKY,SCM,341
2019-10,Outros,STFC,341
2017-03,Outros,SMP_Pós,338
2016-08,Outros,SeAC,338
2020-01,NEXTEL,SMP_Pré,338
2016-12,Outros,STFC,334
2020-05,ALGAR,STFC,333
2017-08,Outros,STFC,333
2016-11,ALGAR,SCM,330
2016-03,ALGAR,SCM,329
2016-11,Outros,SMP_Pós,328
2017-09,ALGAR,SCM,327
2016-12,Outros,SMP_Pós,326
2016-05,ALGAR,STFC,325
2017-01,Outros,STFC,325
2017-07,Outros,STFC,325
2019-10,Outros,SMP_Pós,325
2020-02,ALGAR,STFC,322
2018-08,Outros,SMP_Pós,322
2018-11,Outros,SMP_Pós,322
2017-09,Outros,SMP_Pós,320
2020-05,NEXTEL,SMP_Pré,320
2019-12,ALGAR,STFC,319
2018-06,ALGAR,STFC,319
2020-02,HUGHES,SCM,318
2018-02,ALGAR,STFC,318
2018-01,Outros,STFC,317
2016-08,ALGAR,SCM,316
2016-02,ALGAR,SCM,313
2016-06,Outros,STFC,311
2017-12,Outros,STFC,311
2017-05,Outros,SMP_Pós,311
2016-07,Outros,SeAC,310
2016-06,Outros,SeAC,310
2015-03,ALGAR,STFC,310
2018-07,Outros,SMP_Pós,308
2017-03,ALGAR,STFC,308
2016-08,Outros,SMP_Pós,307
2015-02,ALGAR,SCM,306
2017-07,Outros,SeAC,305
2019-01,HUGHES,SCM,305
2017-05,Outros,SeAC,305
2017-01,Outros,SeAC,303
2017-11,Outros,SMP_Pós,303
2020-05,Brisanet,SCM,301
2017-02,ALGAR,SCM,301
2016-03,ALGAR,STFC,300
2017-10,ALGAR,STFC,299
2020-01,HUGHES,SCM,299
2016-11,Outros,STFC,298
2015-04,ALGAR,STFC,296
2017-05,ALGAR,STFC,296
2018-09,Outros,SMP_Pós,295
2016-04,Outros,SeAC,295
2016-05,Outros,SeAC,294
2015-01,SKY,SCM,293
2016-06,ALGAR,SCM,291
2020-04,NEXTEL,SMP_Pré,291
2019-12,NEXTEL,SMP_Pré,290
2016-06,Outros,SMP_Pós,289
2016-09,Outros,SeAC,287
2015-12,ALGAR,SCM,287
2016-07,Outros,SMP_Pós,286
2017-10,Outros,SMP_Pós,286
2018-06,Outros,SMP_Pós,285
2016-10,Outros,SeAC,284
2019-03,HUGHES,SCM,284
2017-12,Outros,SMP_Pós,284
2019-04,Outros,STFC,284
2016-01,ALGAR,SCM,283
2017-11,Outros,STFC,281
2017-03,Outros,SeAC,281
2016-05,Outros,SMP_Pós,280
2015-01,Outros,STFC,279
2017-02,ALGAR,STFC,279
2015-12,Outros,STFC,278
2019-09,Outros,STFC,277
2015-11,Outros,STFC,277
2016-07,ALGAR,SCM,277
2017-12,ALGAR,STFC,277
2017-11,ALGAR,STFC,277
2019-08,Outros,STFC,277
2020-03,NEXTEL,SMP_Pré,276
2016-07,Outros,STFC,276
2017-06,Outros,SMP_Pós,275
2015-02,Outros,STFC,274
2018-09,Outros,STFC,274
2016-12,ALGAR,STFC,274
2016-01,Outros,SMP_Pós,274
2016-10,Outros,SMP_Pós,273
2020-04,ALGAR,STFC,272
2015-06,Outros,STFC,270
2016-10,ALGAR,SCM,270
2015-09,ALGAR,SCM,270
2017-04,ALGAR,STFC,269
2015-10,ALGAR,SCM,269
2019-02,HUGHES,SCM,269
2017-02,Outros,SMP_Pós,267
2018-05,Outros,SMP_Pós,267
2019-06,Outros,STFC,266
2018-04,Outros,STFC,266
2017-09,ALGAR,STFC,266
2016-10,Outros,STFC,263
2019-11,NEXTEL,SMP_Pré,263
2017-04,Outros,SMP_Pós,263
2016-04,Outros,SMP_Pós,262
2016-09,Outros,STFC,261
2016-08,ALGAR,STFC,261
2016-10,ALGAR,STFC,259
2016-02,ALGAR,STFC,259
2016-03,Outros,SMP_Pós,258
2019-04,HUGHES,SCM,257
2015-03,Outros,STFC,257
2017-10,Outros,STFC,256
2015-09,ALGAR,STFC,256
2016-11,Outros,SeAC,256
2018-06,Outros,STFC,255
2015-11,ALGAR,SCM,255
2016-09,Outros,SMP_Pós,254
2017-06,ALGAR,STFC,254
2017-01,ALGAR,STFC,253
2016-11,ALGAR,STFC,253
2016-12,Outros,SeAC,252
2016-04,ALGAR,SCM,251
2019-08,HUGHES,SCM,251
2017-02,Outros,STFC,251
2017-08,Outros,SeAC,250
2017-03,Outros,STFC,249
2020-04,Brisanet,SCM,249
2016-07,ALGAR,STFC,249
2017-09,Outros,STFC,248
2018-02,Outros,STFC,248
2019-09,HUGHES,SCM,245
2015-07,ALGAR,SCM,244
2016-09,ALGAR,SCM,243
2016-08,Outros,STFC,243
2017-08,ALGAR,STFC,243
2016-01,Outros,STFC,242
2017-07,ALGAR,STFC,241
2019-12,Outros,STFC,241
2016-02,Outros,SMP_Pós,237
2016-02,Outros,STFC,236
2015-12,Outros,SMP_Pós,235
2015-11,Outros,SMP_Pós,235
2015-05,Outros,STFC,235
2015-10,Outros,SMP_Pós,234
2019-07,HUGHES,SCM,233
2019-10,HUGHES,SCM,232
2017-05,Outros,STFC,232
2018-05,Outros,STFC,232
2016-03,Outros,STFC,232
2015-10,ALGAR,STFC,231
2019-01,Outros,SeAC,231
2019-06,HUGHES,SCM,231
2017-06,Outros,SeAC,230
2017-07,Outros,SMP_Pré,230
2019-07,NEXTEL,SMP_Pré,229
2015-07,Outros,STFC,228
2018-01,Outros,SMP_Pós,228
2015-05,ALGAR,STFC,228
2019-11,Outros,SMP_Pós,226
2020-03,Outros,STFC,226
2019-05,HUGHES,SCM,225
2016-05,ALGAR,SCM,225
2020-01,Brisanet,SCM,223
2017-09,Outros,SeAC,223
2017-08,Outros,SMP_Pré,222
2016-09,ALGAR,STFC,221
2015-02,ALGAR,STFC,221
2015-05,ALGAR,SCM,221
2015-08,ALGAR,SCM,220
2016-04,ALGAR,STFC,220
2015-11,ALGAR,STFC,218
2020-02,Brisanet,SCM,218
2019-12,Brisanet,SCM,216
2015-12,ALGAR,STFC,215
2020-01,ALGAR,SMP_Pós,214
2020-01,Outros,STFC,214
2016-05,Outros,STFC,211
2017-02,Outros,SeAC,210
2017-04,Outros,SeAC,209
2016-01,ALGAR,STFC,207
2019-05,NEXTEL,SMP_Pré,206
2019-08,NEXTEL,SMP_Pré,206
2019-11,HUGHES,SCM,206
2015-08,ALGAR,STFC,205
2015-09,Outros,STFC,205
2015-10,Outros,STFC,205
2020-02,Outros,STFC,205
2020-03,Brisanet,SCM,204
2019-06,NEXTEL,SMP_Pré,204
2019-12,ALGAR,SMP_Pós,203
2019-12,HUGHES,SCM,203
2018-04,Outros,SMP_Pós,200
2020-05,Outros,STFC,195
2020-03,ALGAR,SMP_Pós,195
2017-10,Outros,SeAC,195
2019-10,NEXTEL,SMP_Pré,194
2018-08,Outros,SeAC,194
2018-03,Outros,SMP_Pós,193
2020-04,Outros,STFC,192
2015-07,Outros,SMP_Pós,192
2019-07,ALGAR,SMP_Pós,191
2015-01,ALGAR,SCM,190
2017-07,SERCOMTEL,SCM,190
2017-09,Outros,SMP_Pré,190
2015-07,ALGAR,STFC,189
2015-06,ALGAR,STFC,189
2015-05,Outros,SMP_Pós,189
2020-04,ALGAR,SMP_Pós,189
2015-06,ALGAR,SCM,188
2019-10,Correios Celular,SMP_Pré,188
2019-09,NEXTEL,SMP_Pré,185
2019-05,Outros,SeAC,184
2019-12,Outros,Certificação,183
2017-06,Outros,STFC,183
2018-12,HUGHES,SCM,182
2019-05,ALGAR,SMP_Pós,181
2015-08,Outros,STFC,179
2018-02,Outros,SMP_Pós,178
2019-02,NEXTEL,SMP_Pré,178
2015-03,Outros,SMP_Pós,177
2019-11,Outros,Certificação,177
2015-04,ALGAR,SMP_Pré,176
2019-11,ALGAR,SMP_Pós,176
2015-02,Outros,SMP_Pós,175
2019-03,NEXTEL,SMP_Pré,171
2015-12,Outros,SMP_Pré,170
2018-06,Outros,SeAC,169
2018-09,Outros,SeAC,168
2019-08,ALGAR,SMP_Pós,168
2019-11,Outros,SeAC,168
2019-10,ALGAR,SMP_Pós,167
2015-04,Outros,STFC,167
2020-01,Correios Celular,SMP_Pré,164
2016-04,Outros,STFC,163
2015-09,Outros,SMP_Pós,161
2017-12,Outros,SeAC,161
2019-01,NEXTEL,SMP_Pré,160
2018-01,Outros,SeAC,158
2019-02,Outros,SeAC,158
2020-02,ALGAR,SMP_Pós,157
2015-01,ALGAR,STFC,156
2017-04,Outros,STFC,156
2019-06,ALGAR,SMP_Pós,155
2019-11,Outros,SMP_Pré,153
2017-11,Outros,SeAC,152
2019-09,Correios Celular,SMP_Pré,151
2017-12,Outros,SMP_Pré,151
2019-01,ALGAR,SMP_Pós,150
2019-07,Outros,SMP_Pré,150
2018-11,HUGHES,SCM,150
2018-10,Outros,SeAC,150
2019-06,Outros,SeAC,150
2019-04,NEXTEL,SMP_Pré,150
2019-05,Outros,SMP_Pré,149
2016-11,ALGAR,SMP_Pós,148
2019-04,Outros,SeAC,148
2019-09,ALGAR,SMP_Pós,146
2019-11,Brisanet,SCM,145
2018-03,Outros,SeAC,145
2019-10,Brisanet,SCM,145
2018-02,Outros,SeAC,144
2017-05,Outros,SMP_Pré,144
2020-02,Correios Celular,SMP_Pré,144
2019-10,Outros,SMP_Pré,144
2019-03,Outros,SeAC,144
2018-10,HUGHES,SCM,143
2019-01,Outros,SMP_Pré,142
2019-02,ALGAR,SMP_Pós,142
2015-04,Outros,SMP_Pós,141
2018-09,HUGHES,SCM,140
2018-07,Outros,SMP_Pré,140
2019-08,Correios Celular,SMP_Pré,140
2018-05,Outros,SeAC,139
2019-12,Correios Celular,SMP_Pré,138
2015-08,Outros,SMP_Pós,138
2020-05,ALGAR,SMP_Pós,137
2018-08,ALGAR,SMP_Pós,136
2019-08,Outros,SeAC,134
2017-10,Outros,SMP_Pré,134
2017-06,ALGAR,SMP_Pós,134
2019-07,Correios Celular,SMP_Pré,132
2018-07,Outros,SeAC,132
2019-01,ALGAR,SeAC,131
2016-04,Outros,SMP_Pré,131
2015-07,Outros,SMP_Pré,130
2017-11,Outros,SMP_Pré,129
2016-01,Outros,SMP_Pré,129
2015-04,ALGAR,SMP_Pós,129
2015-06,Outros,SMP_Pós,128
2018-08,HUGHES,SCM,128
2017-01,Outros,SMP_Pré,127
2019-09,Outros,SeAC,127
2019-05,Correios Celular,SMP_Pré,127
2019-09,Brisanet,SCM,127
2018-11,Outros,SeAC,126
2019-07,Brisanet,SCM,126
2016-08,ALGAR,SMP_Pós,126
2019-04,ALGAR,SMP_Pós,126
2019-12,Outros,Interesse Coletivo,126
2018-11,Outros,SMP_Pré,125
2018-04,Outros,SeAC,124
2017-06,Outros,SMP_Pré,124
2016-03,Outros,SMP_Pré,124
2019-04,Outros,SMP_Pré,123
2016-07,Outros,SMP_Pré,123
2016-11,Outros,SMP_Pré,122
2016-06,Outros,SMP_Pré,122
2015-10,ALGAR,SMP_Pós,121
2015-11,Outros,SMP_Pré,121
2016-08,Outros,SMP_Pré,121
2020-03,Correios Celular,SMP_Pré,121
2016-02,Outros,SMP_Pré,120
2017-07,ALGAR,SMP_Pós,120
2016-10,ALGAR,SMP_Pós,120
2017-08,ALGAR,SMP_Pós,119
2016-12,ALGAR,SMP_Pós,119
2019-08,ALGAR,SeAC,119
2015-10,Outros,SMP_Pré,119
2019-09,Outros,SMP_Pré,118
2017-11,ALGAR,SMP_Pós,118
2018-06,Outros,SMP_Pré,118
2016-05,Outros,SMP_Pré,118
2019-07,Outros,SeAC,118
2018-11,ALGAR,SMP_Pós,117
2016-12,ALGAR,SMP_Pré,117
2015-05,Outros,SMP_Pré,116
2018-11,ALGAR,SeAC,116
2016-09,ALGAR,SMP_Pós,116
2019-03,ALGAR,SMP_Pós,115
2019-04,Correios Celular,SMP_Pré,115
2018-08,Outros,SMP_Pré,115
2016-12,Outros,SMP_Pré,114
2015-07,ALGAR,SMP_Pós,114
2015-06,Outros,SMP_Pré,114
2015-09,Outros,SMP_Pré,114
2018-07,ALGAR,SMP_Pós,114
2019-10,Outros,SeAC,113
2018-06,ALGAR,SMP_Pós,112
2015-06,ALGAR,SMP_Pós,111
2018-04,HUGHES,SCM,111
2015-05,ALGAR,SMP_Pré,111
2018-12,Outros,SeAC,111
2020-04,Outros,Interesse Coletivo,111
2018-12,ALGAR,SMP_Pós,111
2019-06,Correios Celular,SMP_Pré,111
2020-05,Outros,Interesse Coletivo,110
2018-01,ALGAR,SMP_Pós,110
2019-08,Brisanet,SCM,110
2018-04,ALGAR,SMP_Pós,110
2017-03,Outros,SMP_Pré,110
2019-03,Outros,SMP_Pré,110
2018-12,ALGAR,SeAC,109
2019-09,ALGAR,SeAC,109
2015-03,Outros,SMP_Pré,108
2018-05,HUGHES,SCM,107
2015-09,ALGAR,SMP_Pós,107
2018-03,ALGAR,SMP_Pós,106
2015-04,Outros,SMP_Pré,106
2015-05,ALGAR,SMP_Pós,106
2019-11,ALGAR,SMP_Pré,105
2020-04,Correios Celular,SMP_Pré,104
2018-05,Outros,SMP_Pré,103
2017-05,ALGAR,SMP_Pós,103
2018-09,Outros,SMP_Pré,103
2017-09,ALGAR,SMP_Pós,102
2018-04,Outros,SMP_Pré,102
2017-10,ALGAR,SMP_Pós,102
2019-02,Outros,SMP_Pré,102
2015-01,Outros,SMP_Pós,102
2018-05,ALGAR,SMP_Pós,101
2017-04,Outros,SMP_Pré,101
2019-06,Outros,SMP_Pré,100
2015-06,ALGAR,SMP_Pré,100
2017-01,ALGAR,SMP_Pós,100
2019-10,ALGAR,SeAC,100
2016-03,ALGAR,SMP_Pós,100
2020-01,ALGAR,SMP_Pré,99
2019-11,Outros,Interesse Coletivo,99
2018-12,Outros,SMP_Pré,98
2015-08,Outros,SMP_Pré,98
2015-03,ALGAR,SMP_Pós,98
2018-03,Outros,SMP_Pré,97
2018-01,HUGHES,SCM,97
2018-05,Correios Celular,SMP_Pré,96
2018-02,ALGAR,SMP_Pós,96
2018-05,ALGAR,SMP_Pré,96
2019-02,ALGAR,SeAC,96
2019-05,Brisanet,SCM,96
2019-04,ALGAR,SeAC,95
2015-08,ALGAR,SMP_Pós,95
2018-07,HUGHES,SCM,95
2018-09,ALGAR,SMP_Pós,94
2018-06,Correios Celular,SMP_Pré,93
2017-05,ALGAR,SeAC,93
2019-12,Outros,SeAC,93
2015-07,ALGAR,SMP_Pré,92
2019-05,ALGAR,SeAC,92
2017-03,ALGAR,SMP_Pós,91
2020-05,Correios Celular,SMP_Pré,91
2017-12,ALGAR,SMP_Pós,91
2016-01,ALGAR,SMP_Pós,91
2016-06,ALGAR,SMP_Pós,91
2017-04,ALGAR,SMP_Pós,91
2020-05,Outros,SeAC,91
2020-01,ALGAR,SeAC,89
2018-02,Outros,SMP_Pré,89
2019-08,Outros,SMP_Pré,89
2015-02,ALGAR,SMP_Pré,88
2015-12,ALGAR,SMP_Pós,88
2016-07,ALGAR,SMP_Pós,88
2019-10,ALGAR,SMP_Pré,88
2018-01,SERCOMTEL,STFC,88
2018-10,Outros,SMP_Pré,88
2018-10,ALGAR,SMP_Pós,86
2018-06,ALGAR,SMP_Pré,86
2019-07,ALGAR,SeAC,85
2019-11,ALGAR,SeAC,85
2020-02,Outros,SeAC,83
2019-12,Outros,SMP_Pós,83
2016-10,Outros,SMP_Pré,83
2020-04,Outros,SeAC,83
2018-02,HUGHES,SCM,82
2017-04,ALGAR,SeAC,82
2020-03,Outros,Interesse Coletivo,82
2018-08,ALGAR,SeAC,82
2015-03,ALGAR,SMP_Pré,81
2017-12,SERCOMTEL,SCM,81
2017-02,Outros,SMP_Pré,81
2016-02,ALGAR,SeAC,81
2018-07,ALGAR,SeAC,81
2015-11,ALGAR,SMP_Pós,81
2020-03,ALGAR,SeAC,80
2016-02,ALGAR,SMP_Pós,80
2017-03,ALGAR,SeAC,80
2019-07,ALGAR,SMP_Pré,80
2017-07,ALGAR,SeAC,80
2015-08,ALGAR,SMP_Pré,80
2017-08,ALGAR,SeAC,80
2018-06,HUGHES,SCM,79
2018-07,Correios Celular,SMP_Pré,78
2019-03,ALGAR,SeAC,78
2018-10,ALGAR,SeAC,78
2018-11,ALGAR,SMP_Pré,78
2018-07,ALGAR,SMP_Pré,78
2019-12,ALGAR,SeAC,77
2018-04,ALGAR,SMP_Pré,77
2020-04,CABO TELECOM,SCM,77
2017-02,ALGAR,SMP_Pós,76
2017-01,ALGAR,SMP_Pré,76
2017-08,ALGAR,SMP_Pré,76
2016-04,ALGAR,SMP_Pós,76
2019-06,ALGAR,SeAC,76
2017-03,ALGAR,SMP_Pré,75
2016-09,Outros,SMP_Pré,75
2020-03,Outros,SeAC,75
2018-03,ALGAR,SeAC,75
2020-01,Outros,Interesse Coletivo,75
2020-01,Outros,SMP_Pós,75
2020-02,Outros,Interesse Coletivo,74
2018-02,ALGAR,SeAC,74
2019-01,SERCOMTEL,STFC,74
2018-12,Correios Celular,SMP_Pré,73
2017-06,ALGAR,SeAC,73
2020-03,CABO TELECOM,SCM,73
2016-08,ALGAR,SeAC,73
2018-02,ALGAR,SMP_Pré,73
2018-01,ALGAR,SeAC,72
2017-11,SERCOMTEL,STFC,72
2016-01,ALGAR,SeAC,72
2020-02,ALGAR,SMP_Pré,72
2015-03,SERCOMTEL,STFC,72
2017-12,ALGAR,SMP_Pré,72
2020-04,ALGAR,SMP_Pré,71
2017-10,ALGAR,SMP_Pré,71
2018-11,Brisanet,SCM,71
2018-11,Correios Celular,SMP_Pré,71
2020-01,Outros,SeAC,71
2020-05,ALGAR,SMP_Pré,71
2019-06,Brisanet,SCM,70
2018-01,ALGAR,SMP_Pré,70
2017-08,SERCOMTEL,SCM,70
2017-12,SERCOMTEL,STFC,70
2016-10,ALGAR,SMP_Pré,70
2016-08,ALGAR,SMP_Pré,69
2018-04,ALGAR,SeAC,69
2017-01,ALGAR,SeAC,69
2020-05,SERCOMTEL,SCM,69
2020-02,ALGAR,SeAC,69
2016-02,SERCOMTEL,STFC,69
2019-04,ALGAR,SMP_Pré,68
2016-05,ALGAR,SMP_Pós,68
2016-07,ALGAR,SeAC,68
2016-03,ALGAR,SeAC,67
2018-06,ALGAR,SeAC,67
2016-09,ALGAR,SMP_Pré,67
2015-02,ALGAR,SMP_Pós,67
2015-09,ALGAR,SMP_Pré,67
2015-04,SERCOMTEL,STFC,66
2019-02,SERCOMTEL,SCM,66
2017-10,SERCOMTEL,SCM,66
2017-05,ALGAR,SMP_Pré,66
2019-06,ALGAR,SMP_Pré,65
2019-02,Brisanet,SCM,65
2017-02,ALGAR,SeAC,65
2019-08,ALGAR,SMP_Pré,65
2017-03,SERCOMTEL,STFC,65
2019-05,ALGAR,SMP_Pré,64
2015-11,ALGAR,SMP_Pré,64
2019-02,Correios Celular,SMP_Pré,64
2018-03,HUGHES,SCM,64
2017-06,SERCOMTEL,SMP_Pré,64
2015-04,ALGAR,SeAC,63
2020-05,ALGAR,SeAC,63
2018-10,SERCOMTEL,STFC,63
2018-08,ALGAR,SMP_Pré,63
2019-01,Correios Celular,SMP_Pré,63
2020-03,ALGAR,SMP_Pré,62
2020-03,Outros,SMP_Pós,62
2017-09,ALGAR,SMP_Pré,62
2018-05,ALGAR,SeAC,62
2018-09,ALGAR,SeAC,62
2019-01,SERCOMTEL,SCM,62
2017-10,ALGAR,SeAC,62
2019-03,ALGAR,SMP_Pré,62
2018-08,Correios Celular,SMP_Pré,62
2019-09,ALGAR,SMP_Pré,61
2016-12,ALGAR,SeAC,61
2018-03,ALGAR,SMP_Pré,61
2017-11,ALGAR,SMP_Pré,61
2019-03,SERCOMTEL,SCM,61
2017-09,ALGAR,SeAC,61
2016-06,SERCOMTEL,SCM,60
2015-07,SERCOMTEL,SCM,60
2015-03,ALGAR,SeAC,60
2019-12,SERCOMTEL,SCM,60
2019-12,ALGAR,SMP_Pré,60
2017-12,ALGAR,SeAC,60
2015-12,ALGAR,SeAC,60
2016-06,ALGAR,SeAC,59
2016-04,ALGAR,SeAC,59
2016-11,ALGAR,SMP_Pré,58
2015-11,SERCOMTEL,STFC,58
2019-04,CABO TELECOM,SCM,58
2019-11,Correios Celular,SMP_Pré,58
2015-02,SERCOMTEL,STFC,58
2015-05,SERCOMTEL,STFC,58
2019-03,Brisanet,SCM,58
2019-03,Correios Celular,SMP_Pré,57
2016-03,ALGAR,SMP_Pré,57
2015-12,ALGAR,SMP_Pré,57
2018-09,Correios Celular,SMP_Pré,57
2015-02,ALGAR,SeAC,57
2017-06,ALGAR,SMP_Pré,57
2020-04,ALGAR,SeAC,56
2018-10,SERCOMTEL,SCM,56
2016-11,ALGAR,SeAC,56
2016-02,SERCOMTEL,SCM,55
2019-04,Brisanet,SCM,55
2015-01,ALGAR,SMP_Pré,55
2020-05,CABO TELECOM,SCM,55
2020-04,SERCOMTEL,SCM,55
2019-02,SERCOMTEL,STFC,55
2018-01,Outros,SMP_Pré,54
2016-01,SERCOMTEL,STFC,54
2015-05,SERCOMTEL,SCM,54
2020-05,Outros,SMP_Pós,54
2019-02,ALGAR,SMP_Pré,54
2017-02,ALGAR,SMP_Pré,54
2015-09,ALGAR,SeAC,54
2015-08,SERCOMTEL,STFC,54
2019-07,SERCOMTEL,SCM,53
2016-03,SERCOMTEL,SCM,53
2018-10,Correios Celular,SMP_Pré,53
2020-01,SERCOMTEL,SCM,53
2016-07,ALGAR,SMP_Pré,53
2017-07,SERCOMTEL,STFC,53
2015-05,ALGAR,SeAC,53
2019-10,SERCOMTEL,SCM,53
2020-02,Outros,SMP_Pós,53
2020-02,SERCOMTEL,SCM,52
2015-12,SERCOMTEL,STFC,52
2016-05,ALGAR,SMP_Pré,52
2019-04,SERCOMTEL,SCM,52
2017-10,SERCOMTEL,STFC,52
2015-01,SERCOMTEL,STFC,52
2015-07,ALGAR,SeAC,52
2020-03,SERCOMTEL,SCM,52
2016-02,ALGAR,SMP_Pré,52
2016-09,SERCOMTEL,SCM,52
2017-11,SERCOMTEL,SCM,52
2016-06,ALGAR,SMP_Pré,51
2017-07,ALGAR,SMP_Pré,51
2015-11,ALGAR,SeAC,51
2019-01,Brisanet,SCM,51
2015-07,SERCOMTEL,STFC,51
2018-11,SERCOMTEL,STFC,51
2015-09,SERCOMTEL,STFC,51
2018-09,SERCOMTEL,SMP_Pré,51
2015-08,ALGAR,SeAC,50
2020-04,Outros,SMP_Pós,50
2015-10,ALGAR,SMP_Pré,50
2017-11,SERCOMTEL,SMP_Pré,49
2018-02,SERCOMTEL,SCM,49
